Date,Location_ISO_Code,Location,New_Cases,New_Deaths,New_Recovered,New_Active_Cases,Total_Cases,Total_Deaths,Total_Recovered,Total_Active_Cases,Location_Level,City_or_Regency,Province,Country,Continent,Island,Time_Zone,Special_Status,Total_Regencies,Total_Cities,Total_Districts,Total_Urban_Villages,Total_Rural_Villages,Area__km2_,Population,Population_Density,Longitude,Latitude,New_Cases_per_Million,Total_Cases_per_Million,New_Deaths_per_Million,Total_Deaths_per_Million,Total_Deaths_per_100rb,Case_Fatality_Rate,Case_Recovered_Rate,Growth_Factor_of_New_Cases,Growth_Factor_of_New_Deaths
2021-08-09,IDN,Indonesia,20709,1475,44959,-25725,3686740,108571,3129661,448508,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,78.09,13902.49,5.56,409.42,40.94,0.0294,0.8489,0.78,0.98
2021-08-10,IDN,Indonesia,32081,2048,41486,-11453,3718821,110619,3171147,437055,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,120.98,14023.47,7.72,417.14,41.71,0.0297,0.8527,1.55,1.39
2021-08-11,IDN,Indonesia,30625,1579,39931,-10885,3749446,112198,3211078,426170,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,115.49,14138.95,5.95,423.09,42.31,0.029900000000000003,0.8564,0.95,0.77
2021-08-12,IDN,Indonesia,24709,1466,36637,-13394,3774155,113664,3247715,412776,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,93.18,14232.13,5.53,428.62,42.86,0.0301,0.86049999999999993,0.81,0.93
2021-08-13,IDN,Indonesia,30788,1432,42003,-12647,3804943,115096,3289718,400129,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,116.1,14348.23,5.4,434.02,43.4,0.0302,0.86459999999999992,1.25,0.98
2021-08-14,IDN,Indonesia,28598,1270,31880,-4552,3833541,116366,3321598,395577,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,107.84,14456.07,4.79,438.81,43.88,0.0304,0.8665,0.93,0.89
2021-08-15,IDN,Indonesia,20813,1222,30361,-10770,3854354,117588,3351959,384807,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,78.48,14534.56,4.61,443.42,44.34,0.0305,0.8697,0.73,0.96
2021-08-16,IDN,Indonesia,17384,1245,29925,-13786,3871738,118833,3381884,371021,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,65.55,14600.11,4.69,448.11,44.81,0.030699999999999998,0.87349999999999994,0.84,1.02
2021-08-17,IDN,Indonesia,20741,1180,32225,-12664,3892479,120013,3414109,358357,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,78.21,14678.32,4.45,452.56,45.26,0.0308,0.8771,1.19,0.95
2021-08-18,IDN,Indonesia,15768,1128,29794,-15154,3908247,121141,3443903,343203,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,59.46,14737.78,4.25,456.82,45.68,0.031,0.88120000000000009,0.76,0.96
2021-08-19,IDN,Indonesia,22053,1492,29012,-8451,3930300,122633,3472915,334752,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,83.16,14820.94,5.63,462.44,46.24,0.031200000000000002,0.88359999999999994,1.4,1.32
2021-08-20,IDN,Indonesia,20004,1348,26122,-7466,3950304,123981,3499037,327286,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,75.43,14896.38,5.08,467.53,46.75,0.031400000000000004,0.8858,0.91,0.9
2021-08-21,IDN,Indonesia,16744,1361,23011,-7628,3967048,125342,3522048,319658,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,63.14,14959.52,5.13,472.66,47.27,0.0316,0.8878,0.84,1.01
2021-08-22,IDN,Indonesia,12408,1030,24276,-12898,3979456,126372,3546324,306760,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,46.79,15006.31,3.88,476.54,47.65,0.0318,0.8912,0.74,0.76
2021-08-23,IDN,Indonesia,9604,842,24758,-15996,3989060,127214,3571082,290764,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,36.22,15042.53,3.18,479.72,47.97,0.0319,0.8952,0.77,0.82
2021-08-24,IDN,Indonesia,19106,1038,35082,-17014,4008166,128252,3606164,273750,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,72.05,15114.57,3.91,483.63,48.36,0.032,0.89969999999999994,1.99,1.23
2021-08-25,IDN,Indonesia,18671,1041,33703,-16073,4026837,129293,3639867,257677,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,70.41,15184.98,3.93,487.56,48.76,0.0321,0.9039,0.98,1.0
2021-08-26,IDN,Indonesia,16899,889,30099,-14089,4043736,130182,3669966,243588,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,63.73,15248.71,3.35,490.91,49.09,0.0322,0.90760000000000007,0.91,0.85
2021-08-27,IDN,Indonesia,12618,599,19290,-7271,4056354,130781,3689256,236317,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,47.58,15296.29,2.26,493.17,49.32,0.0322,0.9095,0.75,0.67
2021-08-28,IDN,Indonesia,10050,591,18594,-9135,4066404,131372,3707850,227182,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,37.9,15334.19,2.23,495.4,49.54,0.0323,0.9118,0.8,0.99
2021-08-29,IDN,Indonesia,7427,551,16468,-9592,4073831,131923,3724318,217590,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,28.01,15362.19,2.08,497.47,49.75,0.032400000000000005,0.9142,0.74,0.93
2021-08-30,IDN,Indonesia,5436,568,19398,-14530,4079267,132491,3743716,203060,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,20.5,15382.69,2.14,499.62,49.96,0.0325,0.9177,0.73,1.03
2021-08-31,IDN,Indonesia,10534,532,16781,-6779,4089801,133023,3760497,196281,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,39.72,15422.41,2.01,501.62,50.16,0.0325,0.9195,1.94,0.94
2021-09-01,IDN,Indonesia,10337,653,16394,-6710,4100138,133676,3776891,189571,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,38.98,15461.39,2.46,504.08,50.41,0.0326,0.9212,0.98,1.23
2021-09-02,IDN,Indonesia,8955,680,21208,-12933,4109093,134356,3798099,176638,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,33.77,15495.16,2.56,506.65,50.66,0.0327,0.92430000000000012,0.87,1.04
2021-09-03,IDN,Indonesia,7797,574,15544,-8321,4116890,134930,3813643,168317,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,29.4,15524.57,2.16,508.81,50.88,0.032799999999999996,0.9262999999999999,0.87,0.84
2021-09-04,IDN,Indonesia,6727,539,13806,-7618,4123617,135469,3827449,160699,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,25.37,15549.93,2.03,510.85,51.08,0.0329,0.92819999999999991,0.86,0.94
2021-09-05,IDN,Indonesia,5403,392,10191,-5180,4129020,135861,3837640,155519,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,20.37,15570.31,1.48,512.32,51.23,0.0329,0.9294,0.8,0.73
2021-09-06,IDN,Indonesia,4413,612,13049,-9248,4133433,136473,3850689,146271,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,16.64,15586.95,2.31,514.63,51.46,0.033,0.9316,0.82,1.56
2021-09-07,IDN,Indonesia,7201,683,14159,-7641,4140634,137156,3864848,138630,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,27.15,15614.1,2.58,517.21,51.72,0.0331,0.9334,1.63,1.12
2021-09-08,IDN,Indonesia,6731,626,11912,-5807,4147365,137782,3876760,132823,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,25.38,15639.49,2.36,519.57,51.96,0.0332,0.93480000000000008,0.93,0.92
2021-09-09,IDN,Indonesia,5990,334,10650,-4994,4153355,138116,3887410,127829,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,22.59,15662.07,1.26,520.83,52.08,0.0333,0.93599999999999994,0.89,0.53
2021-09-10,IDN,Indonesia,5376,315,14356,-9295,4158731,138431,3901766,118534,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,20.27,15682.35,1.19,522.02,52.2,0.0333,0.93819999999999992,0.9,0.94
2021-09-11,IDN,Indonesia,5001,270,7586,-2855,4163732,138701,3909352,115679,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,18.86,15701.2,1.02,523.03,52.3,0.0333,0.9389,0.93,0.86
2021-09-12,IDN,Indonesia,3779,188,9401,-5810,4167511,138889,3918753,109869,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,14.25,15715.45,0.71,523.74,52.37,0.0333,0.9403,0.76,0.7
2021-09-13,IDN,Indonesia,2577,276,12474,-10173,4170088,139165,3931227,99696,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,9.72,15725.17,1.04,524.78,52.48,0.0334,0.9427,0.68,1.47
2021-09-14,IDN,Indonesia,4128,250,11246,-7368,4174216,139415,3942473,92328,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,15.57,15740.74,0.94,525.73,52.57,0.0334,0.9445,1.6,0.91
2021-09-15,IDN,Indonesia,3948,267,11046,-7365,4178164,139682,3953519,84963,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,14.89,15755.63,1.01,526.73,52.67,0.0334,0.9462,0.96,1.07
2021-09-16,IDN,Indonesia,3145,237,14633,-11725,4181309,139919,3968152,73238,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,11.86,15767.49,0.89,527.63,52.76,0.0335,0.94900000000000007,0.8,0.89
2021-09-17,IDN,Indonesia,3835,219,7912,-4296,4185144,140138,3976064,68942,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,14.46,15781.95,0.83,528.45,52.85,0.0335,0.95,1.22,0.92
2021-09-18,IDN,Indonesia,3385,185,7076,-3876,4188529,140323,3983140,65066,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,12.76,15794.71,0.7,529.15,52.92,0.0335,0.951,0.88,0.84
2021-09-19,IDN,Indonesia,2234,145,6186,-4097,4190763,140468,3989326,60969,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,8.42,15803.14,0.55,529.7,52.97,0.0335,0.9519,0.66,0.78
2021-09-20,IDN,Indonesia,1932,166,6799,-5033,4192695,140634,3996125,55936,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,7.29,15810.42,0.63,530.32,53.03,0.0335,0.95310000000000006,0.86,1.14
2021-09-21,IDN,Indonesia,3263,171,6581,-3489,4195958,140805,4002706,52447,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,12.3,15822.73,0.64,530.97,53.1,0.0336,0.9539,1.69,1.03
2021-09-22,IDN,Indonesia,2720,149,5356,-2785,4198678,140954,4008062,49662,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,10.26,15832.98,0.56,531.53,53.15,0.0336,0.95459999999999989,0.83,0.87
2021-09-23,IDN,Indonesia,2881,160,4386,-1665,4201559,141114,4012448,47997,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,10.86,15843.85,0.6,532.13,53.21,0.0336,0.955,1.06,1.07
2021-09-24,IDN,Indonesia,2557,144,4607,-2194,4204116,141258,4017055,45803,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,9.64,15853.49,0.54,532.68,53.27,0.0336,0.9555,0.89,0.9
2021-09-25,IDN,Indonesia,2137,123,3746,-1732,4206253,141381,4020801,44071,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,8.06,15861.55,0.46,533.14,53.31,0.0336,0.95590000000000008,0.84,0.85
2021-09-26,IDN,Indonesia,1760,86,2976,-1302,4208013,141467,4023777,42769,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.64,15868.19,0.32,533.46,53.35,0.0336,0.9562,0.82,0.7
2021-09-27,IDN,Indonesia,1390,118,3771,-2499,4209403,141585,4027548,40270,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.24,15873.43,0.44,533.91,53.39,0.0336,0.95680000000000009,0.79,1.37
2021-09-28,IDN,Indonesia,2057,124,3551,-1618,4211460,141709,4031099,38652,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,7.76,15881.18,0.47,534.38,53.44,0.0336,0.95719999999999994,1.48,1.05
2021-09-29,IDN,Indonesia,1954,117,3077,-1240,4213414,141826,4034176,37412,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,7.37,15888.55,0.44,534.82,53.48,0.0337,0.9575,0.95,0.94
2021-09-30,IDN,Indonesia,1690,113,2848,-1271,4215104,141939,4037024,36141,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.37,15894.93,0.43,535.24,53.52,0.0337,0.9578,0.86,0.97
2021-10-01,IDN,Indonesia,1624,87,2811,-1274,4216728,142026,4039835,34867,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,6.12,15901.05,0.33,535.57,53.56,0.0337,0.958,0.96,0.77
2021-10-02,IDN,Indonesia,1414,89,2380,-1055,4218142,142115,4042215,33812,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.33,15906.38,0.34,535.91,53.59,0.0337,0.95829999999999993,0.87,1.02
2021-10-03,IDN,Indonesia,1142,58,2020,-936,4219284,142173,4044235,32876,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.31,15910.69,0.22,536.13,53.61,0.0337,0.95849999999999991,0.81,0.65
2021-10-04,IDN,Indonesia,922,88,2656,-1822,4220206,142261,4046891,31054,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.48,15914.16,0.33,536.46,53.65,0.0337,0.9589,0.81,1.52
2021-10-05,IDN,Indonesia,1404,77,2558,-1231,4221610,142338,4049449,29823,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.29,15919.46,0.29,536.75,53.67,0.0337,0.9592,1.52,0.88
2021-10-06,IDN,Indonesia,1484,75,2851,-1442,4223094,142413,4052300,28381,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.6,15925.06,0.28,537.03,53.7,0.0337,0.9595999999999999,1.06,0.97
2021-10-07,IDN,Indonesia,1393,81,1946,-634,4224487,142494,4054246,27747,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.25,15930.31,0.31,537.34,53.73,0.0337,0.9597,0.94,1.08
2021-10-08,IDN,Indonesia,1384,66,3514,-2196,4225871,142560,4057760,25551,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,5.22,15935.53,0.25,537.59,53.76,0.0337,0.96019999999999994,0.99,0.81
2021-10-09,IDN,Indonesia,1167,52,1507,-392,4227038,142612,4059267,25159,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.4,15939.93,0.2,537.78,53.78,0.0337,0.9603,0.84,0.79
2021-10-10,IDN,Indonesia,894,39,1584,-729,4227932,142651,4060851,24430,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.37,15943.3,0.15,537.93,53.79,0.0337,0.9605,0.77,0.75
2021-10-11,IDN,Indonesia,620,65,2444,-1889,4228552,142716,4063295,22541,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.34,15945.64,0.25,538.17,53.82,0.0338,0.96090000000000009,0.69,1.67
2021-10-12,IDN,Indonesia,1261,47,2130,-916,4229813,142763,4065425,21625,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.76,15950.39,0.18,538.35,53.84,0.0338,0.9611,2.03,0.72
2021-10-13,IDN,Indonesia,1233,48,2259,-1074,4231046,142811,4067684,20551,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,4.65,15955.04,0.18,538.53,53.85,0.0338,0.9614,0.98,1.02
2021-10-14,IDN,Indonesia,1053,37,1715,-699,4232099,142848,4069399,19852,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.97,15959.01,0.14,538.67,53.87,0.0338,0.9616,0.85,0.77
2021-10-15,IDN,Indonesia,915,41,1408,-534,4233014,142889,4070807,19318,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.45,15962.46,0.15,538.83,53.88,0.0338,0.9617,0.87,1.11
2021-10-16,IDN,Indonesia,997,44,1525,-572,4234011,142933,4072332,18746,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.76,15966.22,0.17,538.99,53.9,0.0338,0.9618000000000001,1.09,1.07
2021-10-17,IDN,Indonesia,747,19,1086,-358,4234758,142952,4073418,18388,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.82,15969.04,0.07,539.06,53.91,0.0338,0.9619,0.75,0.43
2021-10-18,IDN,Indonesia,626,47,1593,-1014,4235384,142999,4075011,17374,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.36,15971.4,0.18,539.24,53.92,0.0338,0.9621,0.84,2.47
2021-10-19,IDN,Indonesia,903,50,1530,-677,4236287,143049,4076541,16697,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.41,15974.81,0.19,539.43,53.94,0.0338,0.9623,1.44,1.06
2021-10-20,IDN,Indonesia,914,28,1207,-321,4237201,143077,4077748,16376,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.45,15978.25,0.11,539.54,53.95,0.0338,0.96239999999999992,1.01,0.56
2021-10-21,IDN,Indonesia,633,43,1372,-782,4237834,143120,4079120,15594,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.39,15980.64,0.16,539.7,53.97,0.0338,0.9625,0.69,1.54
2021-10-22,IDN,Indonesia,760,33,1231,-504,4238594,143153,4080351,15090,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.87,15983.5,0.12,539.82,53.98,0.0338,0.9627,1.2,0.77
2021-10-23,IDN,Indonesia,802,23,1066,-287,4239396,143176,4081417,14803,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.02,15986.53,0.09,539.91,53.99,0.0338,0.9627,1.06,0.7
2021-10-24,IDN,Indonesia,623,29,1037,-443,4240019,143205,4082454,14360,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.35,15988.88,0.11,540.02,54.0,0.0338,0.9628,0.78,1.26
2021-10-25,IDN,Indonesia,460,30,1236,-806,4240479,143235,4083690,13554,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.73,15990.61,0.11,540.13,54.01,0.0338,0.963,0.74,1.03
2021-10-26,IDN,Indonesia,611,35,1141,-565,4241090,143270,4084831,12989,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.3,15992.92,0.13,540.26,54.03,0.0338,0.9632,1.33,1.17
2021-10-27,IDN,Indonesia,719,29,944,-254,4241809,143299,4085775,12735,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.71,15995.63,0.11,540.37,54.04,0.0338,0.9632,1.18,0.83
2021-10-28,IDN,Indonesia,723,34,984,-295,4242532,143333,4086759,12440,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.73,15998.35,0.13,540.5,54.05,0.0338,0.96329999999999993,1.01,1.17
2021-10-29,IDN,Indonesia,683,28,681,-26,4243215,143361,4087440,12414,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.58,16000.93,0.11,540.61,54.06,0.0338,0.96329999999999993,0.94,0.82
2021-10-30,IDN,Indonesia,620,27,698,-105,4243835,143388,4088138,12309,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.34,16003.27,0.1,540.71,54.07,0.0338,0.96329999999999993,0.91,0.96
2021-10-31,IDN,Indonesia,523,17,497,9,4244358,143405,4088635,12318,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.97,16005.24,0.06,540.77,54.08,0.0338,0.96329999999999993,0.84,0.63
2021-11-01,IDN,Indonesia,403,18,784,-399,4244761,143423,4089419,11919,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.52,16006.76,0.07,540.84,54.08,0.0338,0.9634,0.77,1.06
2021-11-02,IDN,Indonesia,612,34,868,-290,4245373,143457,4090287,11629,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.31,16009.07,0.13,540.97,54.1,0.0338,0.96349999999999991,1.52,1.89
2021-11-03,IDN,Indonesia,801,24,814,-37,4246174,143481,4091101,11592,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,3.02,16012.09,0.09,541.06,54.11,0.0338,0.96349999999999991,1.31,0.71
2021-11-04,IDN,Indonesia,628,19,837,-228,4246802,143500,4091938,11364,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,2.37,16014.46,0.07,541.13,54.11,0.0338,0.96349999999999991,0.78,0.79
2021-11-05,IDN,Indonesia,518,19,648,-149,4247320,143519,4092586,11215,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.95,16016.41,0.07,541.2,54.12,0.0338,0.9636,0.82,1.0
2021-11-06,IDN,Indonesia,401,15,622,-236,4247721,143534,4093208,10979,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.51,16017.92,0.06,541.26,54.13,0.0338,0.9636,0.77,0.79
2021-11-09,IDN,Indonesia,434,21,585,-172,4248843,143578,4095663,9602,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.64,16022.15,0.08,541.42,54.14,0.0338,0.9639,1.78,1.75
2021-11-11,IDN,Indonesia,435,16,470,-51,4249758,143608,4096664,9486,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.64,16025.6,0.06,541.54,54.15,0.0338,0.96400000000000008,0.91,1.14
2021-11-12,IDN,Indonesia,399,20,560,-181,4250157,143628,4097224,9305,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.5,16027.11,0.08,541.61,54.16,0.0338,0.96400000000000008,0.92,1.25
2021-11-13,IDN,Indonesia,359,16,451,-108,4250516,143644,4097675,9197,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.35,16028.46,0.06,541.67,54.17,0.0338,0.96400000000000008,0.9,0.8
2021-11-14,IDN,Indonesia,339,15,503,-179,4250855,143659,4098178,9018,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.28,16029.74,0.06,541.73,54.17,0.0338,0.9641,0.94,0.94
2021-11-16,IDN,Indonesia,347,15,515,-183,4251423,143685,4099399,8339,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.31,16031.88,0.06,541.83,54.18,0.0338,0.96420000000000006,1.57,1.36
2021-11-25,IDN,Indonesia,372,16,293,63,4254815,143782,4102993,8040,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.4,16044.67,0.06,542.19,54.22,0.0338,0.9643,0.82,1.23
2021-12-07,IDN,Indonesia,261,17,420,-176,4258076,143893,4108717,5466,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.98,16056.97,0.06,542.61,54.26,0.0338,0.9649,2.01,1.89
2021-12-08,IDN,Indonesia,264,16,351,-103,4258340,143909,4109068,5363,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.0,16057.97,0.06,542.67,54.27,0.0338,0.9649,1.01,0.94
2022-01-25,IDN,Indonesia,4878,20,869,3989,4294183,144247,4125080,24856,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,18.39,16193.13,0.08,543.95,54.39,0.0336,0.9606,1.67,2.86
